Date,Open,High,Low,Close,Volume
2022-05-11,1535.8929443359375,1557.507080078125,1502.077392578125,1529.269287109375,840087
2022-05-12,1520.952392578125,1523.9404296875,1457.454833984375,1479.96533203125,693593
2022-05-13,1497.64501953125,1511.938232421875,1460.1441650390625,1469.2579345703125,489395
2022-05-16,1469.1583251953125,1490.9715576171875,1431.906494140625,1446.4984130859375,814351
2022-05-17,1450.2335205078125,1484.098876953125,1442.3150634765625,1475.532958984375,772250
2022-05-18,1484.098876953125,1503.372314453125,1470.3037109375,1481.4593505859375,776063
2022-05-19,1464.1781005859375,1465.1243896484375,1440.821044921875,1452.0264892578125,525816
2022-05-20,1466.170166015625,1515.97216796875,1462.43505859375,1482.4554443359375,645075
2022-05-23,1480.11474609375,1504.4678955078125,1446.2493896484375,1451.6280517578125,959790
2022-05-24,1452.2255859375,1461.18994140625,1374.5345458984375,1397.1944580078125,1863231
2022-05-25,1394.455322265625,1438.978271484375,1351.4263916015625,1370.1021728515625,3390982
2022-05-26,1386.487060546875,1395.302001953125,1334.9420166015625,1387.034912109375,1562780
2022-05-27,1404.415771484375,1417.314453125,1372.59228515625,1391.16845703125,1274718
2022-05-30,1404.415771484375,1443.26123046875,1397.5430908203125,1435.29296875,784377
2022-05-31,1442.5142822265625,1449.486572265625,1414.2266845703125,1422.942138671875,2034013
2022-06-01,1419.3563232421875,1444.25732421875,1407.0054931640625,1430.860595703125,871147
2022-06-02,1443.26123046875,1443.26123046875,1409.9935302734375,1426.87646484375,888795
2022-06-03,1429.3167724609375,1435.8408203125,1324.7823486328125,1334.1451416015625,4829454
2022-06-06,1328.716796875,1334.6929931640625,1304.811767578125,1321.4456787109375,2364329
2022-06-07,1309.7919921875,1331.704833984375,1292.361328125,1321.3958740234375,2011482
2022-06-08,1331.704833984375,1349.633544921875,1302.2718505859375,1323.487548828125,2671127
2022-06-09,1321.7445068359375,1321.7445068359375,1296.843505859375,1303.9154052734375,1360831
2022-06-10,1284.8909912109375,1326.5255126953125,1280.9566650390625,1321.2464599609375,1149961
2022-06-13,1294.8514404296875,1310.240234375,1280.5582275390625,1287.430908203125,1204017
2022-06-14,1293.8553466796875,1316.3160400390625,1281.0064697265625,1304.164306640625,1069818
2022-06-15,1314.124755859375,1335.68896484375,1302.7698974609375,1326.4259033203125,1062150
2022-06-16,1339.6732177734375,1342.5616455078125,1272.98828125,1279.9605712890625,954602
2022-06-17,1281.80322265625,1301.57470703125,1271.5440673828125,1284.9407958984375,1027138
2022-06-20,1284.9906005859375,1316.2662353515625,1279.9107666015625,1310.7880859375,670772
2022-06-21,1325.7286376953125,1334.6929931640625,1311.3358154296875,1328.8162841796875,582021
2022-06-22,1322.840087890625,1325.7286376953125,1305.558837890625,1319.65283203125,506446
2022-06-23,1328.716796875,1336.48583984375,1293.9549560546875,1310.837890625,829824
2022-06-24,1315.220458984375,1334.6929931640625,1306.056884765625,1318.00927734375,761751
2022-06-27,1334.6929931640625,1349.932373046875,1326.724609375,1343.9561767578125,1127432
2022-06-28,1338.6771240234375,1348.4881591796875,1321.4456787109375,1337.73095703125,661031
2022-06-29,1325.1309814453125,1354.51416015625,1313.576904296875,1318.00927734375,1556138
2022-06-30,1326.1270751953125,1332.053466796875,1304.911376953125,1315.5191650390625,1138089
2022-07-01,1314.772216796875,1344.6533203125,1300.13037109375,1341.914306640625,518559
2022-07-04,1334.6929931640625,1352.2232666015625,1326.3262939453125,1345.4501953125,787143
2022-07-05,1349.633544921875,1372.34326171875,1340.071533203125,1344.4044189453125,704841
2022-07-06,1353.76708984375,1369.7535400390625,1340.270751953125,1364.2255859375,709046
2022-07-07,1376.526611328125,1386.387451171875,1362.6318359375,1369.4049072265625,546507
2022-07-08,1376.725830078125,1401.4276123046875,1376.725830078125,1385.839599609375,1079820
2022-07-11,1382.552734375,1405.4117431640625,1368.558349609375,1400.431640625,761236
2022-07-12,1385.739990234375,1395.700439453125,1370.8492431640625,1374.5843505859375,318839
2022-07-13,1386.287841796875,1400.6307373046875,1382.8016357421875,1393.6087646484375,470489
2022-07-14,1397.4434814453125,1402.4237060546875,1375.1322021484375,1386.287841796875,380844
2022-07-15,1393.2601318359375,1401.4276123046875,1383.3992919921875,1392.6624755859375,288785
2022-07-18,1403.419677734375,1425.43212890625,1400.53125,1422.643310546875,606107
2022-07-19,1412.384033203125,1440.223388671875,1412.384033203125,1436.4881591796875,764754
2022-07-20,1459.0484619140625,1459.1480712890625,1432.3048095703125,1435.9404296875,810415
2022-07-21,1439.277099609375,1461.98681640625,1436.4384765625,1458.799560546875,780126
2022-07-22,1459.1978759765625,1523.9404296875,1451.3292236328125,1515.32470703125,1650074
2022-07-25,1515.32470703125,1515.32470703125,1476.031005859375,1492.565185546875,1205285
2022-07-26,1492.565185546875,1511.440185546875,1479.21826171875,1508.8504638671875,882250
2022-07-27,1507.8046875,1555.614501953125,1506.9580078125,1540.7237548828125,1287079
2022-07-28,1549.8375244140625,1560.84375,1531.9586181640625,1544.4588623046875,966093
2022-07-29,1550.2857666015625,1581.4119873046875,1548.9410400390625,1566.7701416015625,804695
2022-08-01,1570.15673828125,1583.055419921875,1553.8714599609375,1562.1883544921875,556560
2022-08-02,1553.8714599609375,1588.18505859375,1545.8533935546875,1583.553466796875,907650
